Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
333;probe;<no ssid>;00:1B:77:01:74:53;;0;No;None;No;18.0;1000;0;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 19:00:27 2008;Thu Sep 25 19:00:34 2008;0;-77;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
334;probe;<no ssid>;00:1F:3C:B3:20:82;;0;No;None;No;18.0;1000;0;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 19:00:28 2008;Thu Sep 25 19:00:28 2008;0;-85;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
335;infrastructure;BDWLLP;00:14:1B:63:0C:E0;NS-AP-1242G-FL6\000\000\000\000;6;No;WEP;No;18.0;1000;25600;5;0;0;0;5;IEEE 802.11b;;Thu Sep 25 19:00:35 2008;Thu Sep 25 19:00:41 2008;0;-84;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
336;infrastructure;DRE;00:18:39:BD:AA:3F;;6;No;WEP;No;54.0;1000;0;46;0;0;0;46;IEEE 802.11b;;Thu Sep 25 19:00:38 2008;Thu Sep 25 19:00:44 2008;0;-72;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
337;infrastructure;<no ssid>;00:21:55:C1:E4:70;;6;No;WEP,TKIP,WPA;No;18.0;1000;25600;8;0;0;0;8;IEEE 802.11b;;Thu Sep 25 19:00:39 2008;Thu Sep 25 19:00:40 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
338;infrastructure;wConnect;00:21:55:C1:E0:01;;6;Yes;WEP,TKIP,WPA;No;18.0;1000;25600;34;0;0;0;34;IEEE 802.11b;;Thu Sep 25 19:00:39 2008;Thu Sep 25 19:00:45 2008;0;-76;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
339;infrastructure;<no ssid>;00:21:55:C1:E0:02;;6;No;None;No;18.0;1000;25600;34;0;0;0;34;IEEE 802.11b;;Thu Sep 25 19:00:39 2008;Thu Sep 25 19:00:45 2008;0;-76;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
340;infrastructure;wConnect;00:21:55:C1:E0:00;;6;No;WEP,TKIP,WPA;No;18.0;11000;25600;31;0;0;0;31;IEEE 802.11b;;Thu Sep 25 19:00:39 2008;Thu Sep 25 19:00:45 2008;0;-77;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
341;probe;<no ssid>;00:13:02:AD:11:BE;;0;No;None;No;18.0;1000;0;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 19:00:39 2008;Thu Sep 25 19:00:39 2008;0;-84;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
342;infrastructure;wConnect;00:21:55:C1:E4:71;;6;No;WEP,TKIP,WPA;No;18.0;1000;25600;6;0;0;0;6;IEEE 802.11b;;Thu Sep 25 19:00:39 2008;Thu Sep 25 19:00:41 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
343;infrastructure;<no ssid>;00:21:55:C1:E4:72;;6;No;WEP,TKIP,WPA,PSK;No;18.0;1000;25600;7;0;0;0;7;IEEE 802.11b;;Thu Sep 25 19:00:39 2008;Thu Sep 25 19:00:43 2008;0;-81;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
344;infrastructure;RM-Secure;00:21:55:61:A3:D0;;6;No;WEP,WPA,AES-CCM;No;18.0;1000;26112;8;0;0;0;8;IEEE 802.11b;;Thu Sep 25 19:00:40 2008;Thu Sep 25 19:00:45 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
345;infrastructure;BDWLLP;00:1A:30:B8:EE:20;NS-AP-1242G-FL5\000\000\000\000;6;No;WEP;No;18.0;1000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 19:00:40 2008;Thu Sep 25 19:00:43 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
346;infrastructure;<no ssid>;00:1D:70:F4:11:12;;6;No;WEP,TKIP,WPA,PSK;No;18.0;1000;25600;9;0;0;0;9;IEEE 802.11b;;Thu Sep 25 19:00:40 2008;Thu Sep 25 19:00:44 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
347;infrastructure;RM-Guest;00:21:55:61:A3:D1;;6;No;None;No;18.0;1000;26112;2;0;0;0;2;IEEE 802.11n 40MHz;;Thu Sep 25 19:00:41 2008;Thu Sep 25 19:00:44 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
348;infrastructure;<no ssid>;00:1D:70:F4:11:10;;6;No;WEP,TKIP,WPA;No;18.0;1000;25600;5;0;0;0;5;IEEE 802.11b;;Thu Sep 25 19:00:42 2008;Thu Sep 25 19:00:44 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
349;infrastructure;wi-guest;00:1A:30:E7:74:01;;6;No;None;No;18.0;1000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 19:00:43 2008;Thu Sep 25 19:00:47 2008;0;-85;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
350;infrastructure;wConnect;00:1D:70:F4:11:11;;6;No;WEP,TKIP,WPA;No;18.0;1000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 19:00:43 2008;Thu Sep 25 19:00:43 2008;0;-82;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
351;infrastructure;<no ssid>;00:1A:30:E7:74:00;;6;No;WEP,TKIP,WPA,AES-CCM;No;18.0;1000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 19:00:43 2008;Thu Sep 25 19:00:47 2008;0;-84;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
352;infrastructure;<no ssid>;00:21:55:61:A3:D2;RMLWAP03\000\000\000\000\000\000\000\000\000\000\000;6;No;WEP;No;18.0;1000;26112;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 19:00:44 2008;Thu Sep 25 19:00:44 2008;0;-82;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
353;infrastructure;AMX;00:02:E3:45:BF:BF;;6;No;None;No;11.0;1000;25600;4;0;0;0;4;IEEE 802.11b;;Thu Sep 25 19:00:44 2008;Thu Sep 25 19:00:47 2008;0;-82;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
354;infrastructure;wi-guest;00:1A:30:E7:6D:51;;6;No;None;No;18.0;1000;25600;7;0;0;0;7;IEEE 802.11b;;Thu Sep 25 19:00:44 2008;Thu Sep 25 19:00:50 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
355;infrastructure;pcwifi;00:0B:85:14:D2:B2;;6;No;WEP;No;18.0;1000;25600;10;0;0;0;10;IEEE 802.11b;;Thu Sep 25 19:00:47 2008;Thu Sep 25 19:00:52 2008;0;-77;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
356;infrastructure;Lauth_Guest;00:0B:85:14:D2:B3;;6;No;None;No;18.0;1000;25600;11;0;0;0;11;IEEE 802.11b;;Thu Sep 25 19:00:47 2008;Thu Sep 25 19:00:52 2008;0;-77;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
357;infrastructure;LPG;00:0B:85:14:D2:B1;;6;No;None;No;18.0;1000;25600;7;0;0;0;7;IEEE 802.11b;;Thu Sep 25 19:00:47 2008;Thu Sep 25 19:00:51 2008;0;-78;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
358;infrastructure;{w!wn};00:1A:30:E7:6D:50;;6;Yes;WEP,TKIP,WPA,AES-CCM;No;18.0;1000;25600;4;0;0;0;4;IEEE 802.11b;;Thu Sep 25 19:00:47 2008;Thu Sep 25 19:00:49 2008;0;-79;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
359;infrastructure;Wayport_Access;00:11:92:36:4F:C0;;6;No;None;No;18.0;1000;25600;10;0;0;0;10;IEEE 802.11b;;Thu Sep 25 19:00:51 2008;Thu Sep 25 19:00:56 2008;0;-79;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
360;infrastructure;Wayport_Access;00:11:92:36:58:60;;6;No;None;No;18.0;1000;25600;10;0;0;0;10;IEEE 802.11b;;Thu Sep 25 19:00:52 2008;Thu Sep 25 19:00:53 2008;0;-77;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
361;infrastructure;Wayport_Access;00:11:92:36:62:30;;6;No;None;No;18.0;1000;25600;6;0;0;0;6;IEEE 802.11b;;Thu Sep 25 19:00:52 2008;Thu Sep 25 19:00:53 2008;0;-79;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
362;infrastructure;Wayport_Access;00:11:92:36:5D:30;;6;No;None;No;18.0;1000;25600;7;0;0;0;7;IEEE 802.11b;;Thu Sep 25 19:00:53 2008;Thu Sep 25 19:00:59 2008;0;-77;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
363;probe;<no ssid>;00:1B:FC:46:2F:2D;;0;No;None;No;11.0;1000;0;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 19:00:55 2008;Thu Sep 25 19:00:55 2008;0;-76;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
364;infrastructure;Wayport_Access;00:11:21:DC:36:F0;;6;No;WEP;No;18.0;11000;25600;6;1;0;0;7;IEEE 802.11b;;Thu Sep 25 19:00:55 2008;Thu Sep 25 19:00:56 2008;0;-78;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;30;None;0.0.0.0;
365;infrastructure;Wayport_Access;00:11:92:36:65:00;;6;No;None;No;18.0;1000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 19:00:55 2008;Thu Sep 25 19:00:55 2008;0;-86;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
366;infrastructure;MATURI;00:1C:10:6A:12:28;;6;No;WEP,TKIP,WPA,PSK;No;18.0;1000;25600;1;0;0;0;1;IEEE 802.11n 40MHz;;Thu Sep 25 19:00:56 2008;Thu Sep 25 19:00:56 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
367;infrastructure;CiullaOffice;00:16:B6:45:00:E9;;6;No;WEP,WPA,PSK,AES-CCM;No;54.0;1000;25600;4;0;0;0;4;IEEE 802.11b;;Thu Sep 25 19:00:56 2008;Thu Sep 25 19:00:57 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
368;infrastructure;CardVent;00:16:B6:95:30:09;;6;No;WEP;No;54.0;1000;25600;7;0;0;0;7;IEEE 802.11b;;Thu Sep 25 19:00:56 2008;Thu Sep 25 19:01:03 2008;0;-81;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
369;infrastructure;Autobase 6th Floor Development;00:17:08:7C:16:4B;;6;No;WEP;No;36.0;1000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 19:01:24 2008;Thu Sep 25 19:01:29 2008;0;-85;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
370;infrastructure;linksys;00:18:39:69:0A:93;;6;No;None;No;54.0;1000;25600;5;0;0;0;5;IEEE 802.11b;;Thu Sep 25 19:01:40 2008;Thu Sep 25 19:01:46 2008;0;-82;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;192.168.1.1;
371;infrastructure;Price_Net;00:18:F8:C4:56:AA;;6;No;WEP;No;54.0;1000;25600;5;0;0;0;5;IEEE 802.11b;;Thu Sep 25 19:02:01 2008;Thu Sep 25 19:02:01 2008;0;-82;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
372;infrastructure;linksys;00:1A:70:EB:D2:DC;;6;No;WEP;No;54.0;1000;25600;5;0;0;0;5;IEEE 802.11b;;Thu Sep 25 19:02:13 2008;Thu Sep 25 19:02:14 2008;0;-78;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
373;infrastructure;2WIRE094;00:12:88:35:84:61;;6;No;WEP;No;22.0;11000;25600;21;3;3;0;24;IEEE 802.11b;;Thu Sep 25 19:02:21 2008;Thu Sep 25 19:02:28 2008;0;-73;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;198;None;0.0.0.0;
374;infrastructure;Gigabit wireless;00:1E:E5:55:6B:8A;;6;No;WEP,TKIP,WPA,PSK,AES-CCM;No;54.0;1000;25600;3;1;1;0;4;IEEE 802.11b,IEEE 802.11n 20MHz;;Thu Sep 25 19:02:21 2008;Thu Sep 25 19:02:22 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;456;None;0.0.0.0;
375;infrastructure;Wireless;00:30:AB:14:FC:8D;;6;No;None;No;11.0;1000;25600;15;0;0;0;15;IEEE 802.11b;;Thu Sep 25 19:02:22 2008;Thu Sep 25 19:02:24 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
376;infrastructure;jmmGwireless;00:0F:3D:AD:3A:4A;;6;No;WEP,TKIP,WPA,PSK;No;36.0;1000;25600;21;5;5;0;26;IEEE 802.11b;;Thu Sep 25 19:02:25 2008;Thu Sep 25 19:02:31 2008;0;-75;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;1232;None;0.0.0.0;
377;infrastructure;OrionsDen;00:1A:70:7D:FB:D9;;6;No;WEP;No;54.0;1000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 19:02:25 2008;Thu Sep 25 19:02:31 2008;0;-85;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
378;infrastructure;linksys;00:14:BF:AD:1F:42;;6;No;WEP,TKIP,WPA,PSK;No;54.0;1000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 19:02:26 2008;Thu Sep 25 19:02:26 2008;0;-81;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
379;infrastructure;2WIRE619;00:14:95:81:1B:01;;6;No;WEP;No;18.0;2000;25600;5;0;0;0;5;IEEE 802.11b;;Thu Sep 25 19:02:26 2008;Thu Sep 25 19:02:27 2008;0;-82;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
380;infrastructure;junebug;00:13:46:AC:01:6E;;6;No;WEP;No;36.0;1000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 19:02:26 2008;Thu Sep 25 19:02:27 2008;0;-81;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
381;infrastructure;2WIRE562;00:0D:72:01:EF:C9;;6;No;WEP;No;22.0;2000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 19:02:27 2008;Thu Sep 25 19:02:30 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
382;infrastructure;candy;00:13:10:10:A1:CE;;6;No;WEP,TKIP,WPA,PSK;No;54.0;1000;25600;59;0;0;0;59;IEEE 802.11b;;Thu Sep 25 19:02:30 2008;Thu Sep 25 19:02:47 2008;0;-68;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
383;infrastructure;2WIRE925;00:14:95:35:28:B2;;6;No;WEP;No;18.0;2000;25600;13;1;1;0;14;IEEE 802.11b;;Thu Sep 25 19:02:30 2008;Thu Sep 25 19:02:34 2008;0;-75;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;60;None;0.0.0.0;
384;infrastructure;HPNA_149;00:14:BF:A8:2F:73;;6;No;WEP;No;54.0;1000;25600;4;0;0;0;4;IEEE 802.11b;;Thu Sep 25 19:02:35 2008;Thu Sep 25 19:02:38 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
385;infrastructure;linksys;00:1D:7E:38:29:46;;6;No;WEP;No;54.0;11000;25600;79;83;0;0;162;IEEE 802.11b;;Thu Sep 25 19:02:38 2008;Thu Sep 25 19:02:51 2008;0;-73;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;17215;None;0.0.0.0;
386;infrastructure;2WIRE741;00:18:3F:96:0A:C1;;6;No;WEP;No;18.0;2000;25600;6;0;0;0;6;IEEE 802.11b;;Thu Sep 25 19:02:42 2008;Thu Sep 25 19:02:43 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
387;infrastructure;2WIRE622;00:1E:C7:F3:8E:61;;7;No;WEP;No;18.0;2000;25600;13;0;0;0;13;IEEE 802.11b;;Thu Sep 25 19:02:50 2008;Thu Sep 25 19:02:53 2008;0;-72;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
388;infrastructure;2WIRE448;00:1B:5B:CE:55:79;;5;No;WEP;No;18.0;2000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 19:02:50 2008;Thu Sep 25 19:02:51 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
389;probe;belkin54g;00:0E:A6:F4:59:A5;;0;No;None;No;11.0;1000;0;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 19:02:51 2008;Thu Sep 25 19:02:51 2008;0;-79;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
390;infrastructure;linksys;00:1D:7E:4E:32:38;;6;No;WEP,TKIP,WPA,PSK;No;54.0;1000;25600;35;0;0;0;35;IEEE 802.11b;;Thu Sep 25 19:02:54 2008;Thu Sep 25 19:03:01 2008;0;-67;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
391;infrastructure;Space;00:18:E7:09:B2:B8;;6;No;WEP;No;11.0;1000;25600;23;0;0;0;23;IEEE 802.11b;;Thu Sep 25 19:02:55 2008;Thu Sep 25 19:03:01 2008;0;-73;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
392;infrastructure;linksys;00:18:F8:3A:2E:09;;6;No;None;No;54.0;1000;25600;14;0;0;0;14;IEEE 802.11b;;Thu Sep 25 19:02:55 2008;Thu Sep 25 19:03:00 2008;0;-78;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
393;infrastructure;2WIRE326;00:1D:5A:04:C4:49;;6;No;WEP;No;18.0;2000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 19:02:55 2008;Thu Sep 25 19:02:56 2008;0;-82;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
394;infrastructure;2WIRE508;00:1F:B3:0A:D1:F9;;6;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;24;0;0;0;24;IEEE 802.11b;;Thu Sep 25 19:02:57 2008;Thu Sep 25 19:03:03 2008;0;-73;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
395;infrastructure;nitta_29;00:1E:E5:3D:52:F7;;6;No;WEP;No;54.0;1000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 19:03:00 2008;Thu Sep 25 19:03:00 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
396;infrastructure;2WIRE495;00:1B:5B:9B:C6:41;;8;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;9;0;0;0;9;IEEE 802.11b;;Thu Sep 25 19:03:00 2008;Thu Sep 25 19:03:03 2008;0;-65;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
397;infrastructure;Chelsea_Unwired;00:1D:7E:DB:4C:F9;;6;No;WEP,TKIP,WPA,PSK;No;54.0;1000;25600;7;0;0;0;7;IEEE 802.11b;;Thu Sep 25 19:03:02 2008;Thu Sep 25 19:03:04 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
398;infrastructure;2WIRE283;00:1D:5A:76:68:A9;;9;No;WEP;No;18.0;2000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 19:03:10 2008;Thu Sep 25 19:03:10 2008;0;-70;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
399;infrastructure;2WIRE206;00:1D:5A:75:8E:99;;8;No;WEP;No;18.0;2000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 19:03:10 2008;Thu Sep 25 19:03:12 2008;0;-74;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
400;infrastructure;2WIRE435;00:1A:C4:00:A3:39;;7;No;WEP;No;18.0;2000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 19:03:10 2008;Thu Sep 25 19:03:11 2008;0;-77;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
401;infrastructure;IPFDub;00:18:39:F3:7E:4C;;6;No;WEP;No;54.0;1000;25600;15;0;0;0;15;IEEE 802.11b;;Thu Sep 25 19:03:10 2008;Thu Sep 25 19:03:12 2008;0;-75;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
402;infrastructure;2WIRE590;00:21:7C:7C:46:C1;;5;No;WEP;No;18.0;2000;25600;4;0;0;0;4;IEEE 802.11b;;Thu Sep 25 19:03:11 2008;Thu Sep 25 19:03:11 2008;0;-68;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
403;infrastructure;2WIRE385;00:1D:5A:48:FA:39;;4;No;WEP;No;18.0;2000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 19:03:12 2008;Thu Sep 25 19:03:12 2008;0;-71;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
404;infrastructure;rp home;00:1A:70:45:7F:E9;;6;No;WEP,TKIP,WPA,PSK;No;54.0;1000;25600;34;0;0;0;34;IEEE 802.11b;;Thu Sep 25 19:03:12 2008;Thu Sep 25 19:03:20 2008;0;-64;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
405;infrastructure;2WIRE325;00:18:3F:E4:D9:69;;5;No;WEP;No;18.0;2000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 19:03:12 2008;Thu Sep 25 19:03:14 2008;0;-73;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
