Network;NetType;ESSID;BSSID;Info;Channel;Cloaked;Encryption;Decrypted;MaxRate;MaxSeenRate;Beacon;LLC;Data;Crypt;Weak;Total;Carrier;Encoding;FirstTime;LastTime;BestQuality;BestSignal;BestNoise;GPSMinLat;GPSMinLon;GPSMinAlt;GPSMinSpd;GPSMaxLat;GPSMaxLon;GPSMaxAlt;GPSMaxSpd;GPSBestLat;GPSBestLon;GPSBestAlt;DataSize;IPType;IP;
1;ad-hoc;hpsetup;86:20:17:BC:8D:3E;;10;No;None;No;11.0;1000;2560;44;0;0;0;44;IEEE 802.11b;;Thu Sep 25 18:42:25 2008;Thu Sep 25 18:45:12 2008;0;-78;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
2;infrastructure;2WIRE325;00:1A:C4:B7:30:91;;1;No;WEP;No;18.0;2000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:42:28 2008;Thu Sep 25 18:42:28 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
3;infrastructure;2WIRE563;00:12:88:6D:D8:01;;6;No;WEP;No;22.0;2000;25600;18;0;0;0;18;IEEE 802.11b;;Thu Sep 25 18:42:42 2008;Thu Sep 25 18:43:15 2008;0;-65;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
4;infrastructure;0155 1360;00:0F:CC:06:DD:3C;;6;No;WEP;No;22.0;1000;25600;16;0;0;0;16;IEEE 802.11b;;Thu Sep 25 18:42:43 2008;Thu Sep 25 18:43:26 2008;0;-76;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
5;probe;<no ssid>;00:0D:F0:12:99:C5;;0;No;None;No;11.0;2000;0;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 18:43:08 2008;Thu Sep 25 18:43:08 2008;0;-81;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
6;infrastructure;Dockside;00:18:F8:5D:FE:EF;;9;No;WEP;No;54.0;1000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:43:09 2008;Thu Sep 25 18:43:09 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
7;infrastructure;2WIRE117;00:1D:5A:4F:20:A9;;10;No;WEP;No;18.0;2000;25600;16;0;0;0;16;IEEE 802.11b;;Thu Sep 25 18:43:10 2008;Thu Sep 25 18:43:25 2008;0;-69;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
8;infrastructure;2WIRE519;00:14:95:AD:B6:F9;;6;No;WEP;No;18.0;2000;25600;9;0;0;0;9;IEEE 802.11b;;Thu Sep 25 18:43:10 2008;Thu Sep 25 18:43:25 2008;0;-71;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
9;infrastructure;2WIRE381;00:1E:C7:09:DB:B9;;1;No;WEP;No;18.0;2000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 18:43:12 2008;Thu Sep 25 18:43:12 2008;0;-82;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
10;infrastructure;1-866-HomeRun;00:14:6C:47:DA:B8;;8;No;WEP,TKIP,WPA,PSK;No;54.0;1000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:43:19 2008;Thu Sep 25 18:43:19 2008;0;-84;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
11;infrastructure;2WIRE795;00:1D:5A:BA:5F:31;;3;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;9;0;0;0;9;IEEE 802.11b;;Thu Sep 25 18:43:21 2008;Thu Sep 25 18:43:34 2008;0;-76;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
12;infrastructure;2WIRE763;00:1E:C7:C9:C5:91;;5;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:43:22 2008;Thu Sep 25 18:43:22 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
13;infrastructure;2WIRE318;00:1E:C7:B6:42:A1;;1;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;4;0;0;0;4;IEEE 802.11b;;Thu Sep 25 18:43:23 2008;Thu Sep 25 18:43:28 2008;0;-74;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
14;infrastructure;2WIRE864;00:1E:C7:B6:34:09;;2;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 18:43:31 2008;Thu Sep 25 18:43:33 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
15;infrastructure;2WIRE661;00:1E:C7:B6:25:C1;;2;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;5;0;0;0;5;IEEE 802.11b;;Thu Sep 25 18:43:36 2008;Thu Sep 25 18:43:41 2008;0;-71;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
16;infrastructure;2WIRE547;00:1D:5A:43:41:49;;3;No;WEP;No;18.0;2000;25600;4;2;2;0;6;IEEE 802.11b;;Thu Sep 25 18:43:36 2008;Thu Sep 25 18:43:42 2008;0;-74;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;414;None;0.0.0.0;
17;infrastructure;THEKDOGG;00:1E:2A:52:DF:CA;;1;No;WEP,TKIP,WPA,PSK,AES-CCM;No;54.0;1000;25600;1;0;0;0;1;IEEE 802.11n 20MHz;;Thu Sep 25 18:43:38 2008;Thu Sep 25 18:43:38 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
18;infrastructure;2WIRE557;00:12:88:BC:D8:31;;11;No;WEP;No;18.0;2000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 18:43:38 2008;Thu Sep 25 18:43:38 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
19;infrastructure;linksys;00:18:F8:E9:48:9D;;6;No;None;No;54.0;1000;25600;9;0;0;0;9;IEEE 802.11b;;Thu Sep 25 18:43:39 2008;Thu Sep 25 18:43:43 2008;0;-68;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
20;infrastructure;2WIRE311;00:1D:5A:C5:42:41;;4;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 18:43:39 2008;Thu Sep 25 18:43:39 2008;0;-76;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
21;infrastructure;2WIRE596;00:1D:5A:78:92:41;;9;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 18:43:40 2008;Thu Sep 25 18:43:40 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
22;infrastructure;2WIRE055;00:1D:5A:CA:52:E1;;9;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:43:40 2008;Thu Sep 25 18:43:40 2008;0;-81;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
23;infrastructure;linksys;00:18:F8:6F:14:81;;6;No;None;No;54.0;1000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 18:43:41 2008;Thu Sep 25 18:43:41 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
24;infrastructure;GG;00:1C:DF:5D:B6:2B;;1;No;WEP,TKIP,WPA,PSK;No;18.0;1000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:43:41 2008;Thu Sep 25 18:43:41 2008;0;-79;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
25;infrastructure;2WIRE854;00:1A:C4:C7:54:71;;1;No;WEP;No;18.0;2000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:43:43 2008;Thu Sep 25 18:43:43 2008;0;-84;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
26;infrastructure;GSR;00:21:29:B0:D5:DA;;6;No;WEP,TKIP,WPA,PSK,AES-CCM;No;54.0;1000;25600;10;0;0;0;10;IEEE 802.11b;;Thu Sep 25 18:43:43 2008;Thu Sep 25 18:43:49 2008;0;-68;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
27;infrastructure;2WIRE960;00:21:7C:81:86:29;;11;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;5;0;0;0;5;IEEE 802.11b;;Thu Sep 25 18:43:43 2008;Thu Sep 25 18:43:49 2008;0;-73;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
28;infrastructure;2WIRE327;00:21:7C:7E:A8:41;;9;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;6;0;0;0;6;IEEE 802.11b;;Thu Sep 25 18:43:44 2008;Thu Sep 25 18:43:55 2008;0;-73;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
29;infrastructure;Belkin_N_Wireless_C1FBAB;00:17:3F:C1:FB:AB;;6;No;WEP,TKIP,WPA,PSK,AES-CCM;No;54.0;1000;25600;14;0;0;0;14;IEEE 802.11b;;Thu Sep 25 18:43:46 2008;Thu Sep 25 18:43:53 2008;0;-68;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
30;infrastructure;micahrainwater;00:1E:E5:F5:54:E1;;11;No;WEP,TKIP,WPA,PSK,AES-CCM;No;54.0;1000;25600;2;0;0;0;2;IEEE 802.11n 40MHz;;Thu Sep 25 18:43:46 2008;Thu Sep 25 18:43:46 2008;0;-77;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
31;infrastructure;tom;00:1B:2F:4F:4F:0E;;1;No;WEP;No;36.0;1000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 18:43:46 2008;Thu Sep 25 18:43:48 2008;0;-82;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
32;infrastructure;2WIRE845;00:1D:5A:04:F8:E1;;1;No;WEP;No;18.0;2000;25600;10;0;0;0;10;IEEE 802.11b;;Thu Sep 25 18:43:46 2008;Thu Sep 25 18:43:54 2008;0;-61;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
33;infrastructure;2WIRE711;00:22:A4:2B:36:01;;1;No;WEP;No;18.0;2000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:43:48 2008;Thu Sep 25 18:43:48 2008;0;-84;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
34;infrastructure;2WIRE365;00:21:7C:2F:3D:C9;;10;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:43:51 2008;Thu Sep 25 18:43:51 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
35;infrastructure;happydays06;00:17:3F:68:9B:14;;11;No;WEP;No;11.0;1000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:43:51 2008;Thu Sep 25 18:43:51 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
36;infrastructure;matt;00:18:4D:56:94:C6;;6;No;WEP;No;54.0;1000;25600;5;0;0;0;5;IEEE 802.11b;;Thu Sep 25 18:43:53 2008;Thu Sep 25 18:43:58 2008;0;-77;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
37;infrastructure;Miller;00:15:E9:D3:81:22;;6;No;WEP;No;36.0;1000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:43:53 2008;Thu Sep 25 18:43:53 2008;0;-82;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
38;infrastructure;Lasarre;00:18:4D:88:7E:D4;;7;No;WEP,TKIP,WPA,PSK;No;54.0;1000;25600;4;0;0;0;4;IEEE 802.11b;;Thu Sep 25 18:43:54 2008;Thu Sep 25 18:43:56 2008;0;-79;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
39;infrastructure;sodell-network;00:16:B6:67:72:48;;5;No;WEP,TKIP,WPA,PSK;No;11.0;1000;25600;8;0;0;0;8;IEEE 802.11b;;Thu Sep 25 18:43:55 2008;Thu Sep 25 18:43:58 2008;0;-65;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
40;infrastructure;Wireless;00:09:5B:48:50:38;;11;No;None;No;11.0;2000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 18:43:56 2008;Thu Sep 25 18:43:59 2008;0;-75;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
41;infrastructure;Pimp-Pad;00:18:F8:4E:DD:8D;;6;No;None;No;54.0;1000;25600;7;0;0;0;7;IEEE 802.11b;;Thu Sep 25 18:43:56 2008;Thu Sep 25 18:44:02 2008;0;-76;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
42;infrastructure;2WIRE504;00:12:88:A7:79:91;;6;No;WEP;No;22.0;2000;25600;5;0;0;0;5;IEEE 802.11b;;Thu Sep 25 18:43:56 2008;Thu Sep 25 18:43:59 2008;0;-73;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
43;infrastructure;2WIRE468;00:21:7C:41:E2:B1;;3;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;6;0;0;0;6;IEEE 802.11b;;Thu Sep 25 18:43:57 2008;Thu Sep 25 18:44:07 2008;0;-76;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
44;infrastructure;<no ssid>;00:1D:5A:D3:E0:F1;;3;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:43:58 2008;Thu Sep 25 18:43:58 2008;0;-84;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
45;infrastructure;BEABER;00:1E:C7:0D:4E:09;;10;No;WEP;No;18.0;2000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:44:01 2008;Thu Sep 25 18:44:01 2008;0;-85;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
46;infrastructure;linksys;00:13:10:17:F9:90;;6;No;None;No;54.0;1000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:44:02 2008;Thu Sep 25 18:44:02 2008;0;-81;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;192.168.1.1;
47;infrastructure;linksys;00:13:10:AF:9B:E7;;6;No;WEP;No;54.0;1000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:44:02 2008;Thu Sep 25 18:44:02 2008;0;-86;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
48;infrastructure;2WIRE083;00:1D:5A:6E:19:B9;;3;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 18:44:02 2008;Thu Sep 25 18:44:07 2008;0;-81;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
49;infrastructure;2WIRE260;00:1F:B3:4E:D8:99;;1;No;WEP;No;18.0;2000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:44:04 2008;Thu Sep 25 18:44:04 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
50;infrastructure;Motorola;00:21:00:0C:28:5E;;1;No;None;No;11.0;1000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:44:04 2008;Thu Sep 25 18:44:04 2008;0;-85;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
51;infrastructure;2WIRE588;00:14:95:78:69:21;;6;No;WEP;No;18.0;2000;25600;11;0;0;0;11;IEEE 802.11b;;Thu Sep 25 18:44:13 2008;Thu Sep 25 18:44:22 2008;0;-73;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
52;infrastructure;2WIRE669;00:21:7C:32:9A:51;;7;No;WEP;No;18.0;2000;0;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 18:44:14 2008;Thu Sep 25 18:44:14 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
53;infrastructure;2WIRE812;00:1D:5A:BA:92:B9;;6;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 18:44:19 2008;Thu Sep 25 18:44:20 2008;0;-75;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
54;infrastructure;2WIRE801;00:1E:C7:BD:0F:D9;;5;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;10;0;0;0;10;IEEE 802.11b;;Thu Sep 25 18:44:19 2008;Thu Sep 25 18:44:26 2008;0;-72;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
55;infrastructure;2WIRE027;00:1F:B3:A3:46:71;;10;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 18:44:20 2008;Thu Sep 25 18:44:20 2008;0;-70;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
56;infrastructure;2WIRE750;00:0D:72:BE:8B:B9;;6;No;WEP;No;22.0;2000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 18:44:21 2008;Thu Sep 25 18:44:21 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
57;infrastructure;2WIRE373;00:1F:B3:25:DB:71;;8;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;32;0;0;0;32;IEEE 802.11b;;Thu Sep 25 18:44:24 2008;Thu Sep 25 18:44:45 2008;0;-61;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
58;infrastructure;2WIRE883;00:1D:5A:7A:45:B9;;9;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;16;1;1;0;17;IEEE 802.11b;;Thu Sep 25 18:44:24 2008;Thu Sep 25 18:44:45 2008;0;-70;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;367;None;0.0.0.0;
59;infrastructure;2WIRE626;00:1F:B3:02:27:21;;3;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;4;0;0;0;4;IEEE 802.11b;;Thu Sep 25 18:44:26 2008;Thu Sep 25 18:44:37 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
60;infrastructure;<no ssid>;00:17:3F:BF:55:5D;;6;No;WEP,TKIP,WPA,PSK,AES-CCM;No;54.0;1000;25600;5;0;0;0;5;IEEE 802.11n 40MHz;;Thu Sep 25 18:44:29 2008;Thu Sep 25 18:44:33 2008;0;-73;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
61;infrastructure;2WIRE630;00:1E:C7:F3:27:F9;;9;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 18:44:30 2008;Thu Sep 25 18:44:30 2008;0;-82;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
62;infrastructure;linksys;00:0F:66:2C:C8:03;;10;No;WEP;No;54.0;1000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:44:30 2008;Thu Sep 25 18:44:30 2008;0;-84;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
63;infrastructure;Warthog;00:1C:10:9E:80:7F;;6;No;WEP,WPA,PSK,AES-CCM;No;54.0;1000;25600;2;0;0;0;2;IEEE 802.11b;;Thu Sep 25 18:44:31 2008;Thu Sep 25 18:44:31 2008;0;-85;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
64;infrastructure;ZING;00:13:10:82:32:27;;1;No;WEP;No;0.0;1000;0;1;3;3;0;4;IEEE 802.11b;;Thu Sep 25 18:44:31 2008;Thu Sep 25 18:44:33 2008;0;-82;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;372;None;0.0.0.0;
65;infrastructure;belkin54g;00:17:3F:F2:9C:82;;1;No;None;No;54.0;1000;25600;1;0;0;0;1;IEEE 802.11b;;Thu Sep 25 18:44:33 2008;Thu Sep 25 18:44:33 2008;0;-86;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
66;infrastructure;2WIRE519;00:1D:5A:C4:5B:29;;4;No;WEP,TKIP,WPA,PSK;No;18.0;2000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 18:44:37 2008;Thu Sep 25 18:44:37 2008;0;-83;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
67;infrastructure;2WIRE343;00:0D:72:5B:C7:19;;6;No;WEP;No;22.0;2000;25600;7;0;0;0;7;IEEE 802.11b;;Thu Sep 25 18:44:38 2008;Thu Sep 25 18:44:46 2008;0;-77;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
68;infrastructure;2WIRE190CJ;00:1D:5A:D1:1D:A9;;2;No;WEP;No;18.0;2000;25600;13;0;0;0;13;IEEE 802.11b;;Thu Sep 25 18:44:38 2008;Thu Sep 25 18:44:52 2008;0;-70;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
69;infrastructure;McGoo;00:0F:B5:1C:CA:F2;;11;No;None;No;36.0;1000;25600;5;0;0;0;5;IEEE 802.11b;;Thu Sep 25 18:44:44 2008;Thu Sep 25 18:44:49 2008;0;-74;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
70;infrastructure;linksys;00:06:25:80:20:23;;6;No;WEP;No;11.0;11000;25600;2;1;0;0;3;IEEE 802.11b;;Thu Sep 25 18:44:46 2008;Thu Sep 25 18:44:47 2008;0;-74;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;117;None;0.0.0.0;
71;infrastructure;MOLLYBEN;00:1C:10:31:3F:81;;6;No;WEP;No;54.0;1000;25600;3;0;0;0;3;IEEE 802.11b;;Thu Sep 25 18:44:46 2008;Thu Sep 25 18:44:50 2008;0;-80;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
72;infrastructure;2WIRE128;00:14:95:01:79:C9;;6;No;WEP;No;18.0;2000;25600;35;0;0;0;35;IEEE 802.11b;;Thu Sep 25 18:44:51 2008;Thu Sep 25 18:45:27 2008;0;-73;0;90.000000;180.000000;0.000000;0.000000;-90.000000;-180.000000;0.000000;0.000000;0.000000;0.000000;0.000000;0;None;0.0.0.0;
